,company,job_title,job_desc,Unnamed: 12
4694,Techcom Solutions Pte Ltd,"Java Software Engineer (Java, EJB, JSP, Javascript)","Code, modify, test, correct and document new and existing programs using assigned languages, tools and coding conventions;
Prepare and document test data;
Prepare and set up testing and production environment;
Prepare and maintain program and system documentation;
Assist in establishing file structures and processing logic requirements;
Produce deliverables according to group standards and procedures;
Assist Project Leaders in the study and design of application systems and work coordination, project management and user training work;
Troubleshooting and supporting end-users in the implementation and maintenance of application systems;
Train other contract programmers in the relevant skills;
Participate in Disaster Recovery activities eg simulation exercise at Disaster Recovery sites;
Learn / pick up new programming skills related to System Development and Maintenance as assigned by the supervisors;
Any other tasks related to System Development and Maintenance as assigned by the supervisors;
Requirements:
The Programmer shall be required to:
(i) Have three (3) years’ experience in each of the programming skills:
-	JSP
-	Servlet
-	Java Bean
-	Java Script
-	Session management
-	JDBC, SQL
(ii) Have one (1) year experience in coding programs using each of the skills:
-	MVC modeling;
-	Java Server Faces
-	EJB (session, entity & message, Service Locator, Business Delegate, Data Transfer Object, Data Access Object), -
(iii) Preferably have hands on experience on the following:
-	IBM RAD9.0 or above or Eclipse or equivalent – ECLIPSE
-	Portal and Portlet development using JSF
-	Jtpl (page template)
-	n-Tier Architecture
-	Java Web Security/LDAP
-	JEE Security
-	JEE Transaction
-	XML
-	Web Services (WSDL)
-	JNDI
-	Ajax
-	JSON
-	UML diagrams
-	Secure coding to prevent application vulnerabilities (for eg. Cross-site scripting; Injection vulnerability flaws such as SQL injection, command injection; Race conditions; Improper error / exception handling, etc)
Interested candidates kindly submit your updated CV in Word Format to: jasmin@techcomsolutions.net. Only shortlisted candidates will be notify. Thank you.
TechCom Solutions",
4823,ITCAN Pte Ltd,Immediate Opening for Sr Software Engineer - C++ Developer,"Requirements gathering
Design and implementation and testing of the software.
Experience in developing Multi-Treading application with socket programming
Strong proficiency in C++, with fair knowledge of the language specification.
Experience in writing Requirements Specification, Use Cases, Design Documentation, object-oriented software design and UML modelling",
4837,U3 Infotech Pte Ltd,C++ Software Engineer,"Job Description :
As an innovator in knowledge and artificial intelligence, we offer video analytics products and services catered to various segments where individuals, corporations and institutions can enjoy peace of mind, enhance their business intelligence or secure an entire city. The C++ Software Engineer is responsible for the development of video services, the developers in the team develop various and robust video-related services and specific functionalities (e.g. live streaming, video playback etc).
Responsibilities:
· Program (in C, C++) all applications, components, and interfaces
· Participate in the development, execution and reporting of several video-related functionalities and testing modules.
· Develop an understanding of the features and behaviors of the platform, converting the specifications to the simulation scenarios, insuring coverage across the functionality and code.
· Collaborate with and provide feedback to backend teams responsible for the APIs and other services supporting video functionality
· Design, review, document, develop, and run scripts and automated tests.
· Perform performance tests and benchmark.
Mandatory: Bachelor’s Degree in Electrical Engineering, Computer Engineering or equivalent technical Degree; or equivalent combination of education and experience
Work Experience - 1 year working experience in software industry
Technical / Professional Skills Please provide at least 3 - Familiar with programming in C++, Experience in CMake, Basic TCP/IP, UDP or network knowledge
Basic English reading and writing, Strong interpersonal skills with ability to work both independently and as part of a team",
4844,U3 Infotech Pte Ltd,Software Engineer (Java),"Job Description:
The objective of this position is to develop the improved version of the current video analytics platform (VAP) which will be used for the upcoming strategic projects.
Job Responsibilities:
· Responsible for development, implementation and maintenance of the new VAP.
· Responsible for development, implementation and maintenance of VAP-based projects.
Education and Qualifications - Bachelor’s Degree
Work Experience - 2 years
Technical / Professional Skills Please provide at least 3 - Experience in scalable cloud applications., Advanced knowledge of java and relevant tools, Must have knowledge of java 8, Gradle, Git and Linux
Non-Technical / Soft Skills - Good communication skills in written and oral English, Must work well as a team and be proactive",
4889,PrimeStaff Management Services Pte Ltd,Software Engineer (.NET Core)/ 7.5K (1 year Contract),"Responsibilities
Design, develop, test, and release software in a waterfall- and agile-based environment.
Maintain software in the form of new or incremental development, troubleshooting, bug fixes and other improvements.
Provide second-line support for production systems, possibly (but rarely) outside regular working hours on an exigency basis.
Review code and design as part of a peer-review or team review process.
Support QA teams through systems troubleshooting, additional coding support, consultation.
Write and maintain design, systems and operations documents.
Other responsibilities, as necessary, to support development team operations.
Qualifications
6-8 years of full-stack web development using C#, .NET, Visual Studio 2015/17 and other microsoft technologies. .NET Core is a pre-requisite.
4 years of CSS, Javascript, JQuery development.
4 years web service implementation using WCF or .NET Core for SOAP, REST.
3 years SQL server and SSRS, stored procedure programming, database design, reports.
3 years experience in scrum development, additional Kanban experience is an advantage.
Experience with the following:
powershell scripting, MVC, AJAX, WPF, WF, Golden Gate, SQLLINK.
L10N, I18N.
batch frameworks.
DevOps, SCM, and related tools, eg., Jenkins, TFS, GIT.
unit testing, code coverage tools, and browser-level test automation.
waterfall methodology.
Demonstrated ability to code securely.
Familiarity with responsive web design preferred.
Experience working on large enterprise systems with demonstrable grasp of maintainability, performance and scalability. Financial industry experience advantageous.
Able to troubleshoot software at a systems level in a distributed enterprise set-up.
Able to translate business requirements into technical specifications and designs.
Able to work flexible hours, primarily to attend remote meetings in the late evenings and early mornings.
Able to speak and write clearly.
EAP No. R1548171
EA License No. 95C5411",
5048,Nityo Infotech Services Pte. Ltd.,Software Engineer (Java Developer),"Key Responsibilities :
	Should have experience in Delivering/Implementing the projects in Banking domain
	Ensure the timely completion of the tasks assigned
	Ensure to follow the Technology and Process Standards set for the project
	Produce high quality technical documentation for customer
	Decompose technical tasks and provide accurate estimate
	Contribute in high level design
	Develop Low Level Design
	Undertake development tasks without supervision, including programming and testing
	To monitor progress and provide timely updates to Lead
Skills Required:
	2+ years of development experience using Java/J2EE related technologies
	Experience in developing web applications using Struts, Spring MVC and EJB
	knowledge of Relational Databases, PL/SQL. Experience in Oracle preferred.
	Preferred knowledge of ORM technologies (Toplink /Hibernate)
Send us your CV at
neelam.garg@nityo com
EA registration number : R1222675
EA Licence No: 07C5089
Job Types: Full-time, Permanent
Salary: $3,500.00 to $5500.00 /month",
5097,Charterhouse Pte Ltd,Agile Software Engineer (Java/.Net),"What you get to do in this role:
Learn, code and certify using Agile and Scrum methodologies
Apply UI/UX techniques and design thinking into the application design
Co-create, collaborate within Scrum teams to deliver quality applications to enhance end user experience
Be a part of an energetic and dynamic team of developers to build applications to improve Citizens’ lives, and lead applications aim to improve learning and building a community
Contribute your skillsets towards Singapore’s Smart Nation’s initiatives
Work with Scrum Master, Product Owner, Business Analysts during Sprint Planning, and participate in daily stand ups for the application development and integration
Automate testing through the use of RPA tools, and execute the testing/code deployment/promotion through Dev Ops
What skills you should have:
Relevant working experience in software application development such as Java/J2EE/Pega
Working knowledge of Agile, Scrum, Web Services, Spring MVC or Struts; Knowledge of Hibernate will be advantageous
Ability to work creatively and analytically in a problem-solving environment
Ability to work in a fast paced and dynamic Client environment
For all interested applicants, kindly send your updated resume in MS Word format to Yvonne Tang at yvonnet@charterhouse.com.sg
EA License no: 16S8066 | Registration no: R1110355",
5201,Techcom Solutions Pte Ltd,Software Engineer- Java Developer,"•	Recognised degree in Computer Science, IT or engineering with at least 5 years’ relevant experience in software development;
•	Gone through at least one full software development lifecycle (SDLC) with experience in producing SDLC documentations;
•	Extensive experience in analysing requirements, designing, development and delivering complex enterprise applications in Java/JEE, web programming on UNIX / LINUX and Windows environment;
•	Experience in Agile development methodology and continuous integration;
•	Extensive experience in Enterprise Service Bus (ESB), Microservices and REST;
•	Extensive experience in Business Intelligence and ETL tools;
•	Knowledge on Data warehouse concepts will be an advantage;
•	Experience in web based applications development (EJB, Servlets, JavaScript) and database application interfacing (JDBC, SQL); Experience in financial system and epayment system will be an advantage;
•	Experience with Websphere Application Server, Weblogic Application Server, IBM DB2, Oracle Database will be an advantage;
•	Experience in Statistical Language likes R or Python and knowledge in data analytics will be an advantage;
•	Experience in EMV and Payment Card Industry Data Security Standard (PCI DSS) will be an advantage;
•	Strong analytical and problem-solving skills; and
•	Good written and verbal communication skills in English.",
5210,A-IT Software Services Pte. Ltd,Software Engineer (Java),"In charge of development and documentation of requirement specifications and functional specifications.
Develop, document and version-control codes.
Participate, assist and support in development and execution of QA test plans for SITs and UATs.
Provide support for production systems and participate in maintenance tasks, including change requests and upgrades.
Engage in all system installation, user training and testing, documentation, post implementation support, and debugging and bug fixing of the Company's business offerings, solutions and services.
- Experience in Java, JSP, Spring framework and Hibernate.  Unix environment
- Senior Software Engineer: 4-6 years experience
- Software Engineer: 2-4 experience",
5247,Optimum InfoSystem Private Limited,"Software Engineer, Full Stack (Node.JS, Python and REACT)","Do you enjoy building great products using Node.JS, Python and REACT? Do you keep scalability and security in mind when designing and developing your code? Are you well organised and deliver under tight deadlines? Are you looking to join a young, dynamic and collaborative environment?
My client is looking for a strong developer with expertise in Python, Node.JS and REACT to work with their data scientists to code and optimize their algorithms and with their technology team to build and maintain their back end.
This is a Direct Hire position, Permanent with our Client.
Your key responsibilities will be to:
• Program and optimize the algorithms designed by our data scientists
• Develop and maintain the back end of our solutions
• Work on the integration of third-party systems
• Build rapid prototypes to support our sales
• Build robust front ends for our clients
• Create new libraries that can be reused across multiple projects
• Work closely with the lead designer to determine technical feasibility of projects
• Develop new creative ideas
REQUIREMENTS
• 3 - 6 years of experience in development
• Extensive experience using Python to code algorithms and optimising them
• Strong Javascript (Node.JS), HTML and CSS experience
• Strong experience building web applications and native mobile apps using REACT
• Good mathematical background
• Good experience with PostgreSql, AngularJS
• Ability to multitask, meet deadlines, and work in a fast-paced environment
• Experience with software engineering and architectural patterns
• Knowledge of CSS preprocessors (SASS,LESS) will be a plus
• Knowledge of design tools like Photoshop/Sketch will be a plus
• Familiar with Task runners (gulp/grunt) & Dependency Management Tools(npm/bower)
DESIRED SKILLS AND ABILITIES
• Understanding of front-end web technologies to interact with front end developers
• Security and data protection
• Ability to manage a hosting environment, including database administration as well as scaling applications to handle load changes
• Familiarity with cloud based deployment (AWS)",
5277,Agensi Pekerjaan Executive Recruiters Sdn Bhd,Software Engineer,"Job Requirements:
Software developer that is can speak in English and Mandarin to deal with China counter-part.
Have working experience in any programming language.
Design and developing high-volume, low-latency server-end applications for mission-critical systems and delivering high-availability and performance
Contribute in all phases of the development lifecycle
Write well designed, testable, efficient code
Ensure designs are in compliance with specifications
Prepare and produce releases of software components
Minimum 3 years of working experience in JAVA EE",
5372,Techcom Solutions Pte Ltd,"Senior Software Engineer  - C# .Net, OO design.","•	Proficient in WPF, C# .Net, OO design.
•	Design simple, efficient and intuitive UI
•	Attention to detail
•	Able to debug complex event driven application
•	Understanding of computing science fundamentals – concurrency, algorithms, operating systems.
•	Mathematical aptitude and ambition to learn mathematics for financial derivatives
•	Process and tools to produce well written low defect rate code. Collaborative development
•	At least 5 years of in depth commercial C# rich development experience.
•	At least 3 years of experience in UI design and implementation using WPF
•	Experience developing and supporting mission critical applications.
•	Knowledge of FX an advantage with an appreciation of product structure and workflow.
•	Experience working on a mature development in a large collaborative environment.",
